"","fields","FieldID","visit","num","description"
"5868","X20240.0.0","X20240","0","0","Maximum digits remembered correctly"
"5869","X20242.0.0","X20242","0","0","Fluid intelligence completion status"
"5870","X20244.0.0","X20244","0","0","Pairs matching completion status"
"5871","X20245.0.0","X20245","0","0","Symbol digit completion status"
"5872","X21000.0.0","X21000","0","0","Ethnic background"
"5873","X21000.1.0","X21000","1","0","Ethnic background"
"5874","X21000.2.0","X21000","2","0","Ethnic background"
"5875","X21001.0.0","X21001","0","0","Body mass index (BMI)"
"5876","X21001.1.0","X21001","1","0","Body mass index (BMI)"
"5877","X21001.2.0","X21001","2","0","Body mass index (BMI)"
"5878","X21002.0.0","X21002","0","0","Weight"
"5879","X21002.1.0","X21002","1","0","Weight"
"5880","X21002.2.0","X21002","2","0","Weight"
"5881","X21003.0.0","X21003","0","0","Age when attended assessment centre"
"5882","X21003.1.0","X21003","1","0","Age when attended assessment centre"
"5883","X21003.2.0","X21003","2","0","Age when attended assessment centre"
"5884","X21021.0.0","X21021","0","0","Pulse wave Arterial Stiffness index"
"5885","X21021.1.0","X21021","1","0","Pulse wave Arterial Stiffness index"
"5886","X21021.2.0","X21021","2","0","Pulse wave Arterial Stiffness index"
"5887","X21022.0.0","X21022","0","0","Age at recruitment"
"5888","X22000.0.0","X22000","0","0","Genotype measurement batch"
"5889","X22001.0.0","X22001","0","0","Genetic sex"
"5890","X22002.0.0","X22002","0","0","CEL files"
"5891","X22003.0.0","X22003","0","0","Heterozygosity"
"5892","X22004.0.0","X22004","0","0","Heterozygosity, PCA corrected"
"5893","X22005.0.0","X22005","0","0","Missingness"
"5894","X22006.0.0","X22006","0","0","Genetic ethnic grouping"
"5895","X22007.0.0","X22007","0","0","Genotype measurement plate"
"5896","X22008.0.0","X22008","0","0","Genotype measurement well"
"5897","X22009.0.1","X22009","0","1","Genetic principal components"
"5898","X22009.0.2","X22009","0","2","Genetic principal components"
"5899","X22009.0.3","X22009","0","3","Genetic principal components"
"5900","X22009.0.4","X22009","0","4","Genetic principal components"
"5901","X22009.0.5","X22009","0","5","Genetic principal components"
"5902","X22009.0.6","X22009","0","6","Genetic principal components"
"5903","X22009.0.7","X22009","0","7","Genetic principal components"
"5904","X22009.0.8","X22009","0","8","Genetic principal components"
"5905","X22009.0.9","X22009","0","9","Genetic principal components"
"5906","X22009.0.10","X22009","0","10","Genetic principal components"
"5907","X22009.0.11","X22009","0","11","Genetic principal components"
"5908","X22009.0.12","X22009","0","12","Genetic principal components"
"5909","X22009.0.13","X22009","0","13","Genetic principal components"
"5910","X22009.0.14","X22009","0","14","Genetic principal components"
"5911","X22009.0.15","X22009","0","15","Genetic principal components"
"5912","X22009.0.16","X22009","0","16","Genetic principal components"
"5913","X22009.0.17","X22009","0","17","Genetic principal components"
"5914","X22009.0.18","X22009","0","18","Genetic principal components"
"5915","X22009.0.19","X22009","0","19","Genetic principal components"
"5916","X22009.0.20","X22009","0","20","Genetic principal components"
"5917","X22009.0.21","X22009","0","21","Genetic principal components"
"5918","X22009.0.22","X22009","0","22","Genetic principal components"
"5919","X22009.0.23","X22009","0","23","Genetic principal components"
"5920","X22009.0.24","X22009","0","24","Genetic principal components"
"5921","X22009.0.25","X22009","0","25","Genetic principal components"
"5922","X22009.0.26","X22009","0","26","Genetic principal components"
"5923","X22009.0.27","X22009","0","27","Genetic principal components"
"5924","X22009.0.28","X22009","0","28","Genetic principal components"
"5925","X22009.0.29","X22009","0","29","Genetic principal components"
"5926","X22009.0.30","X22009","0","30","Genetic principal components"
"5927","X22009.0.31","X22009","0","31","Genetic principal components"
"5928","X22009.0.32","X22009","0","32","Genetic principal components"
"5929","X22009.0.33","X22009","0","33","Genetic principal components"
"5930","X22009.0.34","X22009","0","34","Genetic principal components"
"5931","X22009.0.35","X22009","0","35","Genetic principal components"
"5932","X22009.0.36","X22009","0","36","Genetic principal components"
"5933","X22009.0.37","X22009","0","37","Genetic principal components"
"5934","X22009.0.38","X22009","0","38","Genetic principal components"
"5935","X22009.0.39","X22009","0","39","Genetic principal components"
"5936","X22009.0.40","X22009","0","40","Genetic principal components"
"5937","X22010.0.0","X22010","0","0","Recommended genomic analysis exclusions"
"5938","X22011.0.0","X22011","0","0","Genetic relatedness pairing"
"5939","X22011.0.1","X22011","0","1","Genetic relatedness pairing"
"5940","X22011.0.2","X22011","0","2","Genetic relatedness pairing"
"5941","X22011.0.3","X22011","0","3","Genetic relatedness pairing"
"5942","X22011.0.4","X22011","0","4","Genetic relatedness pairing"
"5943","X22012.0.0","X22012","0","0","Genetic relatedness factor"
"5944","X22012.0.1","X22012","0","1","Genetic relatedness factor"
"5945","X22012.0.2","X22012","0","2","Genetic relatedness factor"
"5946","X22012.0.3","X22012","0","3","Genetic relatedness factor"
"5947","X22012.0.4","X22012","0","4","Genetic relatedness factor"
"5948","X22013.0.0","X22013","0","0","Genetic relatedness IBS0"
"5949","X22013.0.1","X22013","0","1","Genetic relatedness IBS0"
"5950","X22013.0.2","X22013","0","2","Genetic relatedness IBS0"
"5951","X22013.0.3","X22013","0","3","Genetic relatedness IBS0"
"5952","X22013.0.4","X22013","0","4","Genetic relatedness IBS0"
"5953","X22016.0.0","X22016","0","0",NA
"5954","X22017.0.0","X22017","0","0","Invitation to complete online cognitive function questionnaire, date sent"
"5955","X22018.0.0","X22018","0","0","Genetic relatedness exclusions"
"5956","X22051.0.0","X22051","0","0","UKBiLEVE genotype quality control for samples"
"5957","X22052.0.0","X22052","0","0","UKBiLEVE unrelatedness indicator"
"5958","X22101.0.0","X22101","0","0",NA
"5959","X22102.0.0","X22102","0","0",NA
"5960","X22103.0.0","X22103","0","0",NA
"5961","X22104.0.0","X22104","0","0",NA
"5962","X22105.0.0","X22105","0","0",NA
"5963","X22106.0.0","X22106","0","0",NA
"5964","X22107.0.0","X22107","0","0",NA
"5965","X22108.0.0","X22108","0","0",NA
"5966","X22109.0.0","X22109","0","0",NA
"5967","X22110.0.0","X22110","0","0",NA
"5968","X22111.0.0","X22111","0","0",NA
"5969","X22112.0.0","X22112","0","0",NA
"5970","X22113.0.0","X22113","0","0",NA
"5971","X22114.0.0","X22114","0","0",NA
"5972","X22115.0.0","X22115","0","0",NA
"5973","X22116.0.0","X22116","0","0",NA
"5974","X22117.0.0","X22117","0","0",NA
"5975","X22118.0.0","X22118","0","0",NA
"5976","X22119.0.0","X22119","0","0",NA
"5977","X22120.0.0","X22120","0","0",NA
"5978","X22121.0.0","X22121","0","0",NA
"5979","X22122.0.0","X22122","0","0",NA
"5980","X22123.0.0","X22123","0","0",NA
"5981","X22124.0.0","X22124","0","0",NA
"5982","X22125.0.0","X22125","0","0",NA
"5983","X22126.0.0","X22126","0","0","Doctor diagnosed hayfever or allergic rhinitis"
"5984","X22127.0.0","X22127","0","0","Doctor diagnosed asthma"
"5985","X22128.0.0","X22128","0","0","Doctor diagnosed emphysema"
"5986","X22129.0.0","X22129","0","0","Doctor diagnosed chronic bronchitis"
"5987","X22130.0.0","X22130","0","0","Doctor diagnosed COPD (chronic obstructive pulmonary disease)"
"5988","X22131.0.0","X22131","0","0","Doctor diagnosed cystic fibrosis"
"5989","X22132.0.0","X22132","0","0","Doctor diagnosed alpha-1 antitrypsin deficiency"
"5990","X22133.0.0","X22133","0","0","Doctor diagnosed sarcoidosis"
"5991","X22134.0.0","X22134","0","0","Doctor diagnosed bronchiectasis"
"5992","X22135.0.0","X22135","0","0","Doctor diagnosed idiopathic pulmonary fibrosis"
"5993","X22136.0.0","X22136","0","0","Doctor diagnosed fibrosing alveolitis/unspecified alveolitis"
"5994","X22137.0.0","X22137","0","0","Doctor diagnosed tuberculosis"
"5995","X22138.0.0","X22138","0","0","Doctor diagnosed silicosis"
"5996","X22139.0.0","X22139","0","0","Doctor diagnosed asbestosis"
"5997","X22140.0.0","X22140","0","0","Doctor diagnosed lung cancer (not mesothelioma)"
"5998","X22141.0.0","X22141","0","0","Doctor diagnosed mesothelioma of the lung"
"5999","X22146.0.0","X22146","0","0","Age hayfever or allergic rhinitis diagnosed by doctor"
"6000","X22147.0.0","X22147","0","0","Age asthma diagnosed by doctor"
"6001","X22148.0.0","X22148","0","0","Age emphysema diagnosed by doctor"
"6002","X22149.0.0","X22149","0","0","Age chronic bronchitis diagnosed by doctor"
"6003","X22150.0.0","X22150","0","0","Age COPD (Chronic Obstructive Pulmonary Disease) diagnosed by doctor"
"6004","X22151.0.0","X22151","0","0","Age cystic fibrosis diagnosed by doctor"
"6005","X22152.0.0","X22152","0","0","Age alpha-1 antitrypsin deficiency diagnosed by doctor"
"6006","X22153.0.0","X22153","0","0","Age sarcoidosis diagnosed by doctor"
"6007","X22154.0.0","X22154","0","0","Age bronchiectasis diagnosed by doctor"
"6008","X22155.0.0","X22155","0","0","Age idiopathic pulmonary fibrosis diagnosed by doctor"
"6009","X22156.0.0","X22156","0","0","Age fibrosing alveolitis/unspecified alveolitis diagnosed by doctor"
"6010","X22157.0.0","X22157","0","0","Age tuberculosis diagnosed by doctor"
"6011","X22158.0.0","X22158","0","0","Age silicosis diagnosed by doctor"
"6012","X22159.0.0","X22159","0","0","Age asbestosis diagnosed by doctor"
"6013","X22160.0.0","X22160","0","0","Age lung cancer (not mesothelioma) diagnosed by doctor"
"6014","X22161.0.0","X22161","0","0","Age mesothelioma of the lung diagnosed by doctor"
"6015","X22166.0.0","X22166","0","0","Recent medication for hayfever or allergic rhinitis"
"6016","X22167.0.0","X22167","0","0","Recent medication for asthma"
"6017","X22168.0.0","X22168","0","0","Recent medication for emphysema"
"6018","X22169.0.0","X22169","0","0","Recent medication for chronic bronchitis"
"6019","X22170.0.0","X22170","0","0","Recent medication for COPD (Chronic Obstructive Pulmonary Disease)"
"6020","X22171.0.0","X22171","0","0","Recent medication for cystic fibrosis"
"6021","X22172.0.0","X22172","0","0","Recent medication for alpha-1 antitrypsin deficiency"
"6022","X22173.0.0","X22173","0","0","Recent medication for sarcoidosis"
"6023","X22174.0.0","X22174","0","0","Recent medication for bronchiectasis"
"6024","X22175.0.0","X22175","0","0","Recent medication for idiopathic pulmonary fibrosis"
"6025","X22176.0.0","X22176","0","0","Recent medication for fibrosing alveolitis/unspecified alveolitis"
"6026","X22177.0.0","X22177","0","0","Recent medication for tuberculosis"
"6027","X22178.0.0","X22178","0","0","Recent medication for silicosis"
"6028","X22179.0.0","X22179","0","0","Recent medication for asbestosis"
"6029","X22180.0.0","X22180","0","0","Recent medication for lung cancer (not mesothelioma)"
"6030","X22181.0.0","X22181","0","0","Recent medication for mesothelioma of the lung"
"6031","X22182.0.0","X22182","0","0","HLA imputation values"
"6032","X22200.0.0","X22200","0","0","Year of birth"
"6033","X22420.2.0","X22420","2","0","LV ejection fraction"
"6034","X22421.2.0","X22421","2","0","LV end diastolic volume"
"6035","X22422.2.0","X22422","2","0","LV end systolic volume"
"6036","X22423.2.0","X22423","2","0","LV stroke volume"
"6037","X22424.2.0","X22424","2","0","Cardiac output"
"6038","X22425.2.0","X22425","2","0","Cardiac index"
"6039","X22426.2.0","X22426","2","0","Average heart rate"
"6040","X22427.2.0","X22427","2","0","Body surface area"
"6041","X22500.0.0","X22500","0","0","When occupational data entered"
"6042","X22501.0.0","X22501","0","0","Year ended full time education"
"6043","X22502.0.0","X22502","0","0","Cough on most days"
"6044","X22503.0.0","X22503","0","0","Years of cough on most days"
"6045","X22504.0.0","X22504","0","0","Bring up phlegm/sputum/mucus on most days"
"6046","X22505.0.0","X22505","0","0","Years of bringing up phlegm/sputum/mucus on most days"
"6047","X22506.0.0","X22506","0","0","Tobacco smoking"
"6048","X22507.0.0","X22507","0","0","Age of stopping smoking"
"6049","X22508.0.0","X22508","0","0","Amount of tobacco currently smoked"
"6050","X22599.0.0","X22599","0","0","Number of jobs held"
"6051","X22601.0.0","X22601","0","0","Job coding"
"6052","X22601.0.1","X22601","0","1","Job coding"
"6053","X22601.0.2","X22601","0","2","Job coding"
"6054","X22601.0.3","X22601","0","3","Job coding"
"6055","X22601.0.4","X22601","0","4","Job coding"
"6056","X22601.0.5","X22601","0","5","Job coding"
"6057","X22601.0.6","X22601","0","6","Job coding"
"6058","X22601.0.7","X22601","0","7","Job coding"
"6059","X22601.0.8","X22601","0","8","Job coding"
"6060","X22601.0.9","X22601","0","9","Job coding"
"6061","X22601.0.10","X22601","0","10","Job coding"
"6062","X22601.0.11","X22601","0","11","Job coding"
"6063","X22601.0.12","X22601","0","12","Job coding"
"6064","X22601.0.13","X22601","0","13","Job coding"
"6065","X22601.0.14","X22601","0","14","Job coding"
"6066","X22601.0.15","X22601","0","15","Job coding"
"6067","X22601.0.16","X22601","0","16","Job coding"
"6068","X22601.0.17","X22601","0","17","Job coding"
"6069","X22601.0.18","X22601","0","18","Job coding"
"6070","X22601.0.19","X22601","0","19","Job coding"
"6071","X22601.0.20","X22601","0","20","Job coding"
"6072","X22601.0.21","X22601","0","21","Job coding"
"6073","X22601.0.22","X22601","0","22","Job coding"
"6074","X22601.0.23","X22601","0","23","Job coding"
"6075","X22601.0.24","X22601","0","24","Job coding"
"6076","X22601.0.25","X22601","0","25","Job coding"
"6077","X22601.0.26","X22601","0","26","Job coding"
"6078","X22601.0.27","X22601","0","27","Job coding"
"6079","X22601.0.28","X22601","0","28","Job coding"
"6080","X22601.0.29","X22601","0","29","Job coding"
"6081","X22601.0.30","X22601","0","30","Job coding"
"6082","X22601.0.31","X22601","0","31","Job coding"
"6083","X22601.0.32","X22601","0","32","Job coding"
"6084","X22601.0.33","X22601","0","33","Job coding"
"6085","X22601.0.34","X22601","0","34","Job coding"
"6086","X22601.0.35","X22601","0","35","Job coding"
"6087","X22601.0.36","X22601","0","36","Job coding"
