Homo sapiens,Drosophila Melanogaster,Relations,ID
26953,40581,n:1,
2731,41253,01:01,733855
5789,35259,n:1,596436
6456,42265,n:1,
10670,41071,n:1,
55667,31800,n:1,936373
6194,31700,01:01,892901
340485,250736,01:01,
25769,45248,01:01,903535
HUMAN28558,36955,01:01,957283
1993,33498,n:m,596695
1993,32245,n:m,
9373,43978,01:01,593939
79817,34372,n:1,557626
48,41269,1:m,
48,42689,1:m,958586
138474,40813,n:1,
3301,41646,n:1,594232
55234,42272,01:01,593931
51510,39964,01:01,530110
4799,34888,01:01,594360
65083,41973,01:01,958545
54926,39691,n:1,595587
55833,35771,n:1,
25853,41460,n:1,
318,318908,01:01,920776
57462,43072,01:01,
27019,37374,01:01,925864
138716,35574,n:1,
2592,33935,01:01,872522
HUMAN28650,33308,n:m,
HUMAN28650,38643,n:m,
7415,DROME04991,01:01,593650
84720,37118,01:01,539141
30968,37807,01:01,593566
730112,36202,01:01,886320
7169,41852,n:1,
7094,38978,n:1,595423
57704,34835,01:01,868093
9827,40622,01:01,940656
4882,41927,n:1,
8434,39629,01:01,923820
152007,40806,01:01,595038
1211,40221,n:1,
9380,40708,01:01,958769
51010,319033,01:01,539745
92014,43574,n:1,948376
79937,39387,n:1,
728577,39387,n:1,
5239,44010,n:1,
HUMAN28761,41062,n:1,
23137,326215,01:01,593699
80036,36694,n:1,597351
51104,326251,n:1,
9615,40528,01:01,946897
7763,41114,n:1,707487
6096,36073,n:1,
138199,DROME18763,01:01,
5125,32604,01:01,
55312,40936,01:01,554247
23230,35693,n:1,
2776,36384,n:1,950671
29968,46391,01:01,949637
29979,32977,n:1,
55582,35653,n:1,
84267,37431,01:01,884054
60560,37866,01:01,558564
81689,32513,01:01,593556
23552,42562,01:01,595390
53358,44052,n:1,
1164,34250,n:m,
1164,41034,n:m,921457
10507,246538,n:m,
10507,36846,n:m,
54769,41203,01:01,565081
549,36392,01:01,954555
4920,34367,n:1,
10558,36448,01:01,859133
3376,45785,01:01,531128
23299,35051,n:1,
4814,41568,01:01,
84641,38373,n:1,
8789,35265,n:1,
2203,35265,n:1,862313
5727,35851,n:1,883358
3293,35022,01:01,
7111,43633,n:1,949142
4686,44409,01:01,929091
7507,31357,01:01,896476
10541,37043,n:1,
54187,41528,01:01,806637
9568,42561,01:01,575581
1306,38769,01:01,
7046,35900,01:01,
85365,38374,01:01,843422
10952,46080,01:01,945748
55014,38541,01:01,942252
23071,32588,01:01,859551
54534,38796,01:01,
229,43189,01:01,822068
56254,38652,n:1,
10592,36653,01:01,593546
19,DROME11894,n:m,
19,33103,n:m,
23446,38523,n:1,851271
55151,32606,n:1,942337
5887,43785,n:1,
8518,41399,01:01,870694
54942,41689,01:01,
8727,49713,01:01,945086
23731,40945,01:01,938181
5774,38059,n:1,
7295,34281,1:m,
7295,31443,1:m,
HUMAN29028,36319,01:01,803835
548645,32493,01:01,574239
7357,37516,01:01,771043
9991,48571,n:1,589593
84263,43325,01:01,566480
1317,31601,01:01,752105
9128,39955,01:01,593671
81932,31385,01:01,
210,39402,01:01,960807
54107,3772329,01:01,884529
25861,39533,01:01,
9550,42341,n:1,850771
5711,32269,01:01,938581
51552,DROME02691,01:01,564968
2934,46008,n:1,594551
2040,38562,1:m,
2040,2768889,1:m,598101
4702,37946,01:01,911168
92400,32394,01:01,594645
92399,39067,01:01,958681
5082,39694,01:01,756979
HUMAN29146,35509,01:01,
5695,39628,01:01,953668
11224,31483,01:01,892988
81873,33444,n:1,738118
2800,36492,01:01,594432
286205,38695,01:01,803845
5537,31582,01:01,915379
3309,32133,01:01,593661
26130,32070,01:01,919732
79109,36604,01:01,932296
5090,32567,n:1,941955
9649,36881,n:1,
29988,36248,1:m,
29988,36249,1:m,
29988,36994,1:m,
29988,39458,1:m,594939
6136,45329,01:01,961367
6812,38493,01:01,785278
27433,31399,n:1,
10044,DROME01106,n:1,949270
1025,37586,01:01,594471
2356,32212,01:01,
203,39396,01:01,959452
399665,35400,n:1,
114789,39415,n:1,
80142,39856,01:01,927030
HUMAN29223,45928,n:1,
HUMAN29228,37524,n:1,
26995,35537,01:01,955316
51117,261607,01:01,830259
10999,26067068,n:m,594066
10999,37657,n:m,
81605,2768949,01:01,891642
51148,319025,n:1,
6709,38231,01:01,598057
6418,41844,n:1,594369
10444,192509,01:01,872170
54662,38987,01:01,594138
2021,36309,01:01,775384
51490,36042,01:01,945789
23511,36397,01:01,891265
56904,37218,n:1,
84895,31775,01:01,937767
1384,DROME13335,1:m,853480
1384,42074,1:m,
5524,33555,01:01,947564
28989,36022,01:01,912316
27348,31399,n:1,
1861,31399,n:1,935580
51759,38207,01:01,899960
10868,36580,n:1,
23048,38534,n:1,594287
23413,32797,1:m,
23413,32799,1:m,593795
445,40812,01:01,
23404,37731,01:01,926926
10319,39118,01:01,
8021,46091,01:01,595664
84814,318911,n:1,
10585,39297,01:01,593757
83549,42894,n:1,959663
9442,40696,01:01,279494
7248,42862,01:01,933501
9328,35193,01:01,883887
5900,44115,n:1,
6837,31038,01:01,541559
6130,31588,01:01,574894
6834,44498,01:01,936118
6836,41864,01:01,944406
11182,36055,01:01,
1621,31718,01:01,849966
1757,37026,01:01,942591
7410,32920,n:1,595426
11091,53428,01:01,594000
6256,31165,n:1,841283
HUMAN29395,33688,01:01,947427
HUMAN29404,5740325,n:1,
157922,36978,n:1,921274
10422,37261,01:01,
169714,36464,n:m,
169714,42583,n:m,951563
23203,35748,01:01,852435
4851,31293,n:1,597641
85014,8674037,01:01,941354
29085,DROME17862,01:01,724557
8721,39842,01:01,902255
54461,33854,01:01,896790
9022,32349,n:1,
89958,37957,01:01,
11253,43436,01:01,722673
2902,40665,01:01,849305
29882,45906,01:01,538036
94107,338392,01:01,934228
27158,38956,01:01,888083
10383,41124,n:1,956356
HUMAN29492,31681,01:01,557872
54932,35385,01:01,
375775,31716,n:1,
92715,31608,01:01,536750
92714,40922,1:m,
92714,41317,1:m,
HUMAN29518,32158,n:1,595393
4535,DROME18428,01:01,593572
4536,DROME18416,01:01,595977
4512,19893533,01:01,593619
4513,19893535,01:01,826984
4508,DROME18420,01:01,875605
4514,19893540,01:01,593585
4537,DROME18422,01:01,
4539,19893552,01:01,
4538,DROME18424,01:01,593586
4540,DROME18423,01:01,595666
4519,DROME18427,01:01,593601
8225,43081,01:01,943337
5613,39733,01:01,
8226,33653,01:01,550877
6907,33212,n:1,
55841,41783,n:1,
1183,39759,n:1,
3052,42590,01:01,588797
10943,38779,01:01,929268
5634,DROME10445,n:1,
9367,35221,n:1,564985
6399,39769,n:1,926253
2824,40383,n:1,909457
2742,41426,n:m,
2742,42350,n:m,703098
158747,38668,01:01,739270
5277,37020,01:01,843424
8905,42835,01:01,
2925,35535,n:1,
56474,39645,n:1,
5256,31839,n:1,892614
5160,31406,n:1,
389840,42366,n:1,
256714,38491,n:1,
1964,44260,n:1,
6197,33139,n:1,
51360,36262,01:01,779108
6611,39403,01:01,911197
168400,40959,n:1,
10549,53577,01:01,958030
23597,43720,1:m,932816
23597,43721,1:m,
23597,43722,1:m,
1968,41843,n:1,593643
5165,35970,n:1,
9468,38180,n:1,
5422,42553,01:01,838167
4113,40860,n:1,
2710,43913,n:1,712408
257397,37216,01:01,934175
53940,32260,n:1,
1756,42327,n:1,
83604,42691,01:01,941577
442444,39938,01:01,
347404,32042,01:01,555330
10159,41104,01:01,
9282,38073,01:01,920544
8239,43749,n:1,903180
HUMAN29752,45826,n:1,
80316,DROME10508,01:01,
80258,37284,1:m,
80258,32528,1:m,768982
HUMAN29766,34377,n:1,603309
84679,33939,n:1,596407
9104,DROME14932,1:m,
9104,DROME20354,1:m,
8241,33304,n:m,937014
8241,33305,n:m,
7317,DROME04921,01:01,936503
369,31221,n:1,
6853,41247,n:1,
7076,41248,n:1,
8409,34893,01:01,743385
24140,42056,01:01,961854
64840,32818,01:01,910118
7454,43402,n:1,
10013,32461,01:01,
10245,3355107,n:1,827624
7355,31255,01:01,778945
11230,DROME03219,n:1,946477
27238,42028,01:01,
778,34950,n:1,
28952,39888,01:01,934966
389856,40030,n:1,
1184,39759,n:1,
170685,39226,n:1,
55190,39226,n:1,
23708,34658,n:1,594219
8242,33837,n:1,
8243,42853,01:01,593750
3028,32789,01:01,566472
10075,32510,01:01,594319
90121,43167,01:01,928893
54552,42060,01:01,931763
7216,40860,n:1,
5207,32938,n:1,
212,37815,n:1,859132
10325,41071,n:1,920817
29978,32977,n:1,899231
158584,36340,01:01,771961
7789,43924,n:1,
HUMAN29968,35306,01:01,
55613,DROME07985,n:1,
55906,32684,01:01,802301
4478,31816,n:1,
286451,33643,01:01,944532
9754,41749,n:1,
139562,39671,n:1,
3476,326166,01:01,857031
347516,35718,n:m,
347516,35719,n:m,
347516,35720,n:m,
24137,31240,n:1,594261
HUMAN30009,41551,01:01,773614
9968,44830,n:1,941972
54413,40912,n:1,844194
HUMAN30020,40813,n:1,724629
8473,35486,01:01,594284
HUMAN30032,43044,01:01,955153
6191,39484,n:1,
HUMAN30039,31839,n:1,
53344,43290,n:1,
389874,37646,n:1,
6567,45883,n:1,
22,38193,01:01,593594
139596,38655,01:01,959662
84061,34137,n:1,
538,32142,n:1,712691
441531,46246,n:m,
441531,43447,n:m,
5230,33461,n:1,
254065,42898,n:1,905053
1538,36517,01:01,
27330,33139,n:1,
1121,37246,n:1,953829
56062,31873,n:1,
HUMAN30107,35340,n:1,
29935,35364,n:1,
HUMAN30118,32178,01:01,
59353,38203,01:01,933967
HUMAN30128,34098,n:1,
100529097,34098,n:1,
2717,36829,01:01,
3188,41431,n:1,
728343,43944,n:1,
728343,43944,n:1,
282808,32195,n:1,
56000,43944,n:1,
142684,32195,n:1,
HUMAN30168,41426,n:m,
HUMAN30168,42350,n:m,
5354,40383,n:1,
51209,35221,n:1,
54885,40361,n:1,
139212,39598,01:01,556998
5631,DROME10445,n:1,938462
115201,33283,n:1,
1287,33727,n:1,594977
55916,37769,n:1,785261
2182,DROME04636,n:1,
84187,35531,01:01,589576
79868,43443,01:01,851376
7224,34991,n:1,
57631,35041,n:1,
5358,32721,n:1,
HUMAN30255,34030,n:1,
10857,32548,01:01,791396
63932,34788,01:01,279288
7319,40610,n:1,593710
23157,42438,n:1,589434
6170,37849,n:1,
65109,37792,n:1,
7737,42397,n:1,773530
79576,43267,01:01,596161
8450,35780,n:1,539579
28985,31536,01:01,947683
2747,42832,n:1,
HUMAN30307,38742,n:m,849309
HUMAN30307,44484,n:m,
57187,326153,01:01,948101
331,36748,n:m,
331,39753,n:m,
10735,33974,n:1,838372
10178,40464,n:m,
10178,32183,n:m,
340578,41460,n:1,
139170,41460,n:1,918361
6594,36390,n:1,593844
4952,31157,n:1,
10813,39689,n:1,593851
9131,33390,01:01,845314
9016,39322,n:1,769050
57826,37850,n:1,
2239,39596,n:1,936734
93380,35159,01:01,
10479,33939,n:1,
680,35535,n:1,
286410,32609,n:m,
286410,32610,n:m,
HUMAN30425,34849,n:m,
HUMAN30425,32358,n:m,593837
2332,37528,n:1,
3423,38423,01:01,833894
84548,32908,n:1,882128
1260,36806,n:1,
1069,3355126,n:1,594065
492,43787,n:1,
92002,14462485,01:01,594980
1852,40081,n:1,
10134,38096,01:01,901111
215,43772,n:1,
HUMAN30512,36706,n:1,
3421,43102,01:01,936831
6748,45680,01:01,891084
3897,31792,n:1,
HUMAN30525,39175,n:1,948292
8277,40012,n:m,
8277,41027,n:m,
2316,DROME15386,n:1,
6134,43864,n:1,922948
6901,36405,01:01,928555
2664,34264,n:1,953826
9130,43347,n:1,952008
55558,DROME18366,n:1,
8266,3772662,01:01,802438
HUMAN30572,32974,01:01,921809
1736,37873,01:01,955315
100272147,7354409,01:01,
7411,41365,01:01,960214
116442,31684,n:1,
55217,42421,01:01,586828
6845,36015,01:01,883055
6192,39484,n:1,
90665,33212,n:1,
8287,43749,n:1,
8653,45826,n:1,596157
7404,34377,n:1,
HUMAN30636,40912,n:1,
8284,33837,n:1,
9086,44260,n:1,935413
140032,39484,n:1,
102724770,3772583,n:1,
102724788,33117,n:1,890211
107987373,38302,n:1,
