"","Gen","Ard","Arc"
"8811","GAMT","high cholesterol","cardiovascular"
"8812","GK2","high cholesterol","cardiovascular"
"8813","CLEC4M","high cholesterol","cardiovascular"
"8814","ITGAV","high cholesterol","cardiovascular"
"8815","GNA15","high cholesterol","cardiovascular"
"8816","COMT","high cholesterol","cardiovascular"
"8817","ACTR3C","high cholesterol","cardiovascular"
"8818","GNA14","high cholesterol","cardiovascular"
"8819","OXTR","high cholesterol","cardiovascular"
"8820","CHIT1","high cholesterol","cardiovascular"
"8821","CYP1B1","high cholesterol","cardiovascular"
"8822","TNFAIP3","high cholesterol","cardiovascular"
"8823","DGKH","high cholesterol","cardiovascular"
"8824","LOC107987479","high cholesterol","cardiovascular"
"8825","LDLRAP1","high cholesterol","cardiovascular"
"8826","AKR1C2","high cholesterol","cardiovascular"
"8827","CREB3L4","high cholesterol","cardiovascular"
"8828","ITGB8","high cholesterol","cardiovascular"
"8829","SRD5A3","high cholesterol","cardiovascular"
"8830","DGKI","high cholesterol","cardiovascular"
"8831","RPS6KB1","high cholesterol","cardiovascular"
"8832","SLC27A4","high cholesterol","cardiovascular"
"8833","DCN","high cholesterol","cardiovascular"
"8834","MAP1LC3A","high cholesterol","cardiovascular"
"8835","CCNB2","high cholesterol","cardiovascular"
"8836","SDC1","high cholesterol","cardiovascular"
"8837","MAPK9","high cholesterol","cardiovascular"
"8838","SMARCC2","high cholesterol","cardiovascular"
"8839","GPAM","high cholesterol","cardiovascular"
"8840","CXCL12","high cholesterol","cardiovascular"
"8841","ATP2B2","high cholesterol","cardiovascular"
"8842","BHMT","high cholesterol","cardiovascular"
"8843","HSD17B12","high cholesterol","cardiovascular"
"8844","CCL11","high cholesterol","cardiovascular"
"8845","PLD2","high cholesterol","cardiovascular"
"8846","MAPK15","high cholesterol","cardiovascular"
"8847","MAOA","high cholesterol","cardiovascular"
"8848","TUBB","high cholesterol","cardiovascular"
"8849","UGDH","high cholesterol","cardiovascular"
"8850","CAMK2G","high cholesterol","cardiovascular"
"8851","PLAAT3","high cholesterol","cardiovascular"
"8852","NPPA","high cholesterol","cardiovascular"
"8853","MAPK6","high cholesterol","cardiovascular"
"8854","GTF2I","high cholesterol","cardiovascular"
"8855","GNA11","high cholesterol","cardiovascular"
"8856","PAK2","high cholesterol","cardiovascular"
"8857","GPX3","high cholesterol","cardiovascular"
"8858","HSD17B6","high cholesterol","cardiovascular"
"8859","LIPE","high cholesterol","cardiovascular"
"8860","PPP2R2A","high cholesterol","cardiovascular"
"8861","HSD17B2","high cholesterol","cardiovascular"
"8862","IL17RC","high cholesterol","cardiovascular"
"8863","PIK3CB","high cholesterol","cardiovascular"
"8864","NRAS","high cholesterol","cardiovascular"
"8865","STAT3","high cholesterol","cardiovascular"
"8866","ADH4","high cholesterol","cardiovascular"
"8867","PSMB1","high cholesterol","cardiovascular"
"8868","ACSL1","high cholesterol","cardiovascular"
"8869","MAP1LC3C","high cholesterol","cardiovascular"
"8870","UBC","high cholesterol","cardiovascular"
"8871","SULT1E1","high cholesterol","cardiovascular"
"8872","PSMB2","high cholesterol","cardiovascular"
"8873","NEFH","high cholesterol","cardiovascular"
"8874","HSD17B7","high cholesterol","cardiovascular"
"8875","GNA12","high cholesterol","cardiovascular"
"8876","IFNA7","high cholesterol","cardiovascular"
"8877","IFNA8","high cholesterol","cardiovascular"
"8878","PIK3R3","high cholesterol","cardiovascular"
"8879","PSMA1","high cholesterol","cardiovascular"
"8880","IL4","high cholesterol","cardiovascular"
"8881","RPS6KB2","high cholesterol","cardiovascular"
"8882","UBB","high cholesterol","cardiovascular"
"8883","PSMA2","high cholesterol","cardiovascular"
"8884","CNTF","high cholesterol","cardiovascular"
"8885","GNAQ","high cholesterol","cardiovascular"
"8886","FGFR1","high cholesterol","cardiovascular"
"8887","DGKQ","high cholesterol","cardiovascular"
"8888","JUN","high cholesterol","cardiovascular"
"8889","UCN","high cholesterol","cardiovascular"
"8890","TKTL2","high cholesterol","cardiovascular"
"8891","CYP3A5","high cholesterol","cardiovascular"
"8892","PLAT","high cholesterol","cardiovascular"
"8893","MSN","high cholesterol","cardiovascular"
"8894","ATP1A2","high cholesterol","cardiovascular"
"8895","AMBRA1","high cholesterol","cardiovascular"
"8896","C1GALT1","high cholesterol","cardiovascular"
"8897","ANAPC13","high cholesterol","cardiovascular"
"8898","PSMD13","high cholesterol","cardiovascular"
"8899","RPS27A","high cholesterol","cardiovascular"
"8900","MFN2","high cholesterol","cardiovascular"
"8901","PLA2G4F","high cholesterol","cardiovascular"
"8902","MAP1LC3B2","high cholesterol","cardiovascular"
"8903","ATP2A1","high cholesterol","cardiovascular"
"8904","LPIN3","high cholesterol","cardiovascular"
"8905","CTF1","high cholesterol","cardiovascular"
"8906","CES2","high cholesterol","cardiovascular"
"8907","ADIPOQ","high cholesterol","cardiovascular"
"8908","ATP2B1","high cholesterol","cardiovascular"
"8909","MGST1","high cholesterol","cardiovascular"
"8910","PSMD4","high cholesterol","cardiovascular"
"8911","FGFR2","high cholesterol","cardiovascular"
"8912","RXRG","high cholesterol","cardiovascular"
"8913","RET","high cholesterol","cardiovascular"
"8914","NEFM","high cholesterol","cardiovascular"
"8915","LPL","high cholesterol","cardiovascular"
"8916","ARPC5","high cholesterol","cardiovascular"
"8917","ACSL4","high cholesterol","cardiovascular"
"8918","ALDH3B1","high cholesterol","cardiovascular"
"8919","CDC16","high cholesterol","cardiovascular"
"8920","CSF3","high cholesterol","cardiovascular"
"8921","CHKA","high cholesterol","cardiovascular"
"8922","ADH1B","high cholesterol","cardiovascular"
"8923","F2R","high cholesterol","cardiovascular"
"8924","HDAC4","high cholesterol","cardiovascular"
"8925","CYP2U1","high cholesterol","cardiovascular"
"8926","HADHB","high cholesterol","cardiovascular"
"8927","GGT5","high cholesterol","cardiovascular"
"8928","LEFTY2","high cholesterol","cardiovascular"
"8929","MAPT","high cholesterol","cardiovascular"
"8930","TKTL1","high cholesterol","cardiovascular"
"8931","AVP","high cholesterol","cardiovascular"
"8932","RPIA","high cholesterol","cardiovascular"
"8933","NEFL","high cholesterol","cardiovascular"
"8934","MYLIP","high cholesterol","cardiovascular"
"8935","GPX5","high cholesterol","cardiovascular"
"8936","GSTM3","high cholesterol","cardiovascular"
"8937","IL3","high cholesterol","cardiovascular"
"8938","MMP13","high cholesterol","cardiovascular"
"8939","CREBBP","high cholesterol","cardiovascular"
"8940","PLCB4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8941","CREB3L4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8942","D1524","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8943","PRKAG1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8944","MDM2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8945","CXCL8","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8946","PDPK1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8947","HRAS","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8948","ADCY3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8949","PSEN2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8950","HDAC3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8951","AKT1S1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8952","ARRB2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8953","PPP2R2D","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8954","PRKAB2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8955","GNRH1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8956","PRKCA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8957","HOMER3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8958","C8A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8959","ATF6B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8960","CASP1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8961","PPP2R5B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8962","RRAS","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8963","ATXN2L","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8964","IPPK","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8965","RRAS2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8966","PLCD3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8967","ANK3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8968","CCL2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8969","PPP1CC","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8970","JUN","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8971","PIK3R6","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8972","HDAC2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8973","CDKN1A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8974","RHOH","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8975","CREB1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8976","ModAge","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8977","ADCY7","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8978","PRKAG2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8979","PPP2R5A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8980","HDAC11","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8981","D1155","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8982","PIK3R5","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8983","PPIP5K1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8984","CDC37","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8985","MRVI1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8986","OGT","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8987","MAPK14","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8988","BCL2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8989","PLCG2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8990","D1249","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8991","PPP2R5E","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8992","TSC2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8993","STAT1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8994","CALM2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8995","CALM1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8996","PPP2R3B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8997","PPIA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8998","CAMK2G","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"8999","NRAS","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9000","ADCY4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9001","ESR2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9002","C5","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9003","TSC1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9004","CRH","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9005","RPTOR","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9006","PRKAB1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9007","HDAC4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9008","PLCZ1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9009","HDAC8","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9010","C7","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9011","PLCG1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9012","HDAC7","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9013","XIAP","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9014","GNRH2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9015","TP53","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9016","PPP1R3B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9017","HDAC1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9018","PPP2R1A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9019","PTK2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9020","CHUK","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9021","D1250","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9022","GSK3B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9023","GPHA2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9024","RALGAPA2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9025","PIK3CD","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9026","CREB3L1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9027","D1269","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9028","GNG7","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9029","TSHB","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9030","ANK2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9031","CALML4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9032","CREB3L2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9033","PLCD1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9034","PPP1R3A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9035","RPS6KB2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9036","GNAQ","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9037","ATF4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9038","FOXO3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9039","ADCY8","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9040","HDAC6","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9041","TBC1D7","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9042","PPP2CB","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9043","PLCB1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9044","PRKCZ","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9045","ESR1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9046","PIK3CA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9047","GRK3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9048","SLC2A4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9049","CDKN1B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9050","ATXN2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9051","MAP3K8","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9052","BRCA1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9053","MAP2K4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9054","CALML3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9055","PYCARD","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9056","D1071","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9057","RELA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9058","C8G","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9059","PRNP","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9060","NFKB1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9061","GSK3A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9062","HOMER1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9063","D1416","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9064","PPP2CA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9065","PRKCG","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9066","CAMK2A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"9067","IKBKB","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
