"","Gen","Ard","Arc"
"10785","GEMIN7","high cholesterol","cardiovascular"
"10786","MTATP6P11","high cholesterol","cardiovascular"
"10787","GDF5","high cholesterol","cardiovascular"
"10788","PHF24","high cholesterol","cardiovascular"
"10789","RNPS1P1","high cholesterol","cardiovascular"
"10790","DSCAM-AS1","high cholesterol","cardiovascular"
"10791","RPL26","high cholesterol","cardiovascular"
"10792","SUPT7L","high cholesterol","cardiovascular"
"10793","ABCC8","high cholesterol","cardiovascular"
"10794","LINP1","high cholesterol","cardiovascular"
"10795","SLTM","high cholesterol","cardiovascular"
"10796","RPS15AP30","high cholesterol","cardiovascular"
"10797","MAPK8IP2","high cholesterol","cardiovascular"
"10798","STRN4","high cholesterol","cardiovascular"
"10799","ASXL1","high cholesterol","cardiovascular"
"10800","ZC3H18","high cholesterol","cardiovascular"
"10801","SGSM1","high cholesterol","cardiovascular"
"10802","SRGAP3-AS3","high cholesterol","cardiovascular"
"10803","ITCH-IT1","high cholesterol","cardiovascular"
"10804","CHMP1A","high cholesterol","cardiovascular"
"10805","CRTAC1","high cholesterol","cardiovascular"
"10806","HDGFL2","high cholesterol","cardiovascular"
"10807","ANKRD52","high cholesterol","cardiovascular"
"10808","LENEP","high cholesterol","cardiovascular"
"10809","ARHGEF2","high cholesterol","cardiovascular"
"10810","SYT12","high cholesterol","cardiovascular"
"10811","RPL27A","high cholesterol","cardiovascular"
"10812","STX16-NPEPL1","high cholesterol","cardiovascular"
"10813","CBLN1","high cholesterol","cardiovascular"
"10814","GDF1","high cholesterol","cardiovascular"
"10815","RPL5P4","high cholesterol","cardiovascular"
"10816","RN7SL454P","high cholesterol","cardiovascular"
"10817","ALDOC","high cholesterol","cardiovascular"
"10818","TRAPPC10","high cholesterol","cardiovascular"
"10819","RPL7P47","high cholesterol","cardiovascular"
"10820","CKMT1B","high cholesterol","cardiovascular"
"10821","ARHGEF1","high cholesterol","cardiovascular"
"10822","NGB","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10823","DYNC1I1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10824","PEX5L","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10825","RAPGEF5","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10826","MLANA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10827","PLEKHB1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10828","CARTPT","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10829","FBXO2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10830","SYNPO","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10831","ASPA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10832","EPB41L1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10833","NTSR2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10834","EIF4E1B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10835","SEPTIN4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10836","SH3GL2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10837","PRR35","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10838","MCF2L","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10839","GABBR2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10840","BCAS1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10841","NCS1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10842","OLFM1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10843","ATP1A3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10844","ELFN2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10845","DBNDD2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10846","CA10","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10847","TTYH1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10848","FRRS1L","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10849","NEFL","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10850","PLEKHH1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10851","TRPC4AP","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10852","CNTNAP4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10853","JPH4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10854","SNAP25","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10855","SYT7","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10856","H2AC14","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10857","ADCY5","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10858","STX1B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10859","SLC9A3P3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10860","C1orf122","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10861","SERPINA6","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10862","KCNF1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10863","RIMS3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10864","NKX2-2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10865","RAB26","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10866","KCNQ2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10867","MIR1260A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10868","ALDOC","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10869","SOX8","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10870","DLGAP1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10871","TMEM266","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10872","HSPA2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10873","ANKRD34C","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10874","CELF3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10875","SVOP","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10876","BARHL2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10877","RNU6-1217P","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10878","SLC30A3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10879","BRSK2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10880","TLCD3B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10881","RIMS4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10882","PCAT14","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10883","KLHL25P1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10884","HRH3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10885","FGA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10886","RNF112","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10887","TMEM179","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10888","ALB","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10889","ABLIM2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10890","PRKCG","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10891","KNDC1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10892","BTN3A1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10893","OFD1P13Y","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10894","D1312","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10895","D1075","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10896","LINC01532","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10897","HSPA12A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10898","GOLGA7B","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10899","SYT12","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10900","NDRG4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10901","RAB3A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10902","OR6V1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10903","D1536","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10904","ARNT2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10905","HAP1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10906","RGS8","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10907","EEF1A2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10908","RN7SKP68","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10909","D1526","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10910","APOH","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10911","ANKRD30BP2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10912","LINC01657","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10913","STC2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10914","GDF6","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10915","PRKCZ","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10916","H2BC14","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10917","D1071","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10918","ZP2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10919","FDPSP1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10920","RPS12P5","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10921","SYN1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10922","UGT2B10","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10923","FGG","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10924","BTN3A3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10925","TOMM20P1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10926","TUBB4A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10927","LINC00370","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10928","LRRTM1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10929","C4BPB","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10930","KCNJ9","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10931","H2BC10","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10932","CDH23-AS1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10933","SLC22A17","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10934","UNC5A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10935","ENTREP2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10936","SMIM32","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10937","PSME2P6","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10938","KCNK3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10939","ZNF816-ZNF321P","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10940","ANKRD34A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10941","THY1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10942","ZNF365","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10943","KCNS1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10944","KIF5C","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10945","VSTM2A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10946","CELF4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10947","MAPK8IP2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10948","NGEF","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10949","CHGB","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10950","H3C11","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10951","GRM1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10952","SLC39A12","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10953","DHX38","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10954","ASTN1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10955","CALY","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10956","SFR1P2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10957","KCNC1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10958","MIR1471","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10959","COBL","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10960","KIAA1549L","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10961","CHGA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10962","SLC1A6","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10963","CELSR1P1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10964","LINC02549","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10965","LMTK3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10966","THY1-AS1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10967","GPR107","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10968","CACNA1G","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10969","TXNP2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10970","RNU2-47P","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10971","KCNK9","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10972","D1416","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10973","SNPH","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10974","FXYD1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10975","LINC02975","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10976","ASPHD1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10977","RAPGEF4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10978","CDK5R2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10979","CCNT2-AS1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10980","RNA5SP115","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10981","CADM4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10982","ATP6V0E2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10983","GPR37L1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10984","D1321","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10985","CHRNA4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10986","LINC02813","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10987","GFAP","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10988","TMEM145","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10989","ANO3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10990","MAST1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10991","H4C4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10992","HTR5A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10993","USF1P1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10994","CNN2P1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10995","INA","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10996","ASIC2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10997","SERPIND1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10998","D1155","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"10999","MRO","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"11000","SYNDIG1","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"11001","RPH3A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"11002","ADGRB2","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"11003","NRXN3","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"11004","MTND4P32","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"11005","ARHGEF4","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
"11006","KIF1A","hyperthyroidism/thyrotoxicosis","endocrine/diabetes"
